Student_ID,Q1_Age_Group,Q2_Year_of_Study,Q3_Field_of_Study,Q4_Platform,Q5_Course_Type,Q6_Course_Duration,Q7_Daily_Study_Time,Q8_Weekly_Study_Days,Q9_Study_Schedule_Regularity,Q10_Time_Management_Rating,Q11_Assignment_Completion,Q12_Video_Watching_Freq,Q13_Forum_Participation,Q14_Break_Frequency,Q15_Course_Difficulty,Q16_Motivation_Level,Q17_Internet_Quality,Q18_Main_Device,Q19_Course_Completed,Q20_Dropout_Reason,Q21_Overall_Satisfaction,Q22_Future_Course_Likelihood
STU_14389,21–23,2nd Year,Engineering,NPTEL,Business / Management,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Rarely,Rarely,Difficult,3,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14390,Below 18,Postgraduate,Computer Science / IT,NPTEL,Personal Development,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Very Often,Never,Very Easy,1,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14391,18–20,2nd Year,Other,Coursera,Personal Development,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14392,18–20,Postgraduate,Arts / Humanities,Udemy,Programming / Technology,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Very Often,Often,Very Difficult,2,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14393,Below 18,2nd Year,Science,NPTEL,Language Learning,1–3 months,1–2 hours,1 day,4,3,Never,Often,Rarely,Often,Moderate,1,Average,Laptop,No,Loss of motivation,2,Probably No
STU_14394,Above 26,Postgraduate,Business / Management,Other,Business / Management,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Very Often,Often,Very Easy,5,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14395,18–20,3rd Year,Business / Management,NPTEL,Programming / Technology,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Sometimes,Rarely,Easy,2,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14396,Above 26,1st Year,Business / Management,LinkedIn Learning,Academic Subject,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Never,Never,Difficult,5,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14397,Below 18,3rd Year,Computer Science / IT,Udemy,Language Learning,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Sometimes,Sometimes,Difficult,1,Excellent,Desktop,No,Academic or work commitments,2,Probably No
STU_14398,24–26,Postgraduate,Arts / Humanities,Coursera,Personal Development,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Very Often,Rarely,Very Easy,4,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14399,24–26,4th Year,Other,YouTube,Language Learning,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Often,Sometimes,Very Difficult,4,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14400,18–20,4th Year,Engineering,LinkedIn Learning,Other,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Often,Rarely,Easy,2,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14401,Below 18,Postgraduate,Arts / Humanities,Other,Business / Management,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Very Often,Rarely,Very Difficult,1,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14402,18–20,2nd Year,Science,Other,Personal Development,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Rarely,Often,Very Difficult,2,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14403,18–20,1st Year,Arts / Humanities,NPTEL,Business / Management,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Never,Very Often,Difficult,2,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14404,Below 18,3rd Year,Business / Management,NPTEL,Personal Development,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Sometimes,Very Often,Easy,1,Very Good,Desktop,No,Internet/technical problems,2,Probably No
STU_14405,24–26,4th Year,Other,Coursera,Personal Development,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Often,Often,Difficult,4,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14406,18–20,4th Year,Engineering,Coursera,Other,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Often,Sometimes,Very Easy,2,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14407,Below 18,4th Year,Science,LinkedIn Learning,Other,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Often,Sometimes,Difficult,1,Excellent,Laptop,No,Other,2,Probably No
STU_14408,18–20,Other,Engineering,Other,Business / Management,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Not Available in My Course,Very Often,Difficult,2,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14409,21–23,2nd Year,Other,LinkedIn Learning,Language Learning,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Rarely,Rarely,Difficult,3,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14410,21–23,4th Year,Science,NPTEL,Business / Management,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Often,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14411,Above 26,2nd Year,Science,LinkedIn Learning,Programming / Technology,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Rarely,Never,Difficult,5,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14412,21–23,Other,Science,Coursera,Personal Development,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Not Available in My Course,Very Often,Very Easy,3,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14413,21–23,1st Year,Computer Science / IT,NPTEL,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Never,Never,Very Difficult,3,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14414,18–20,Other,Engineering,NPTEL,Language Learning,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Not Available in My Course,Never,Moderate,2,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14415,Below 18,2nd Year,Other,LinkedIn Learning,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Rarely,Never,Very Easy,1,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14416,24–26,Postgraduate,Arts / Humanities,YouTube,Business / Management,1–3 months,1–2 hours,6 days,5,3,Often,Often,Very Often,Very Often,Moderate,4,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14417,24–26,Other,Engineering,Coursera,Programming / Technology,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Not Available in My Course,Never,Easy,4,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14418,18–20,4th Year,Engineering,edX,Academic Subject,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Often,Very Often,Difficult,2,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14419,Below 18,4th Year,Science,YouTube,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Often,Very Often,Easy,1,Very Good,Laptop,No,Lack of interest,2,Probably No
STU_14420,Below 18,4th Year,Other,LinkedIn Learning,Personal Development,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Often,Never,Very Easy,1,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14421,Below 18,3rd Year,Computer Science / IT,Other,Programming / Technology,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Sometimes,Rarely,Very Difficult,1,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14422,Below 18,4th Year,Science,edX,Other,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Often,Sometimes,Difficult,1,Excellent,Tablet,No,Course content did not meet expectations,2,Probably No
STU_14423,Above 26,Postgraduate,Computer Science / IT,Coursera,Academic Subject,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Very Often,Sometimes,Easy,5,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14424,Above 26,3rd Year,Computer Science / IT,Udemy,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Sometimes,Often,Very Easy,5,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14425,18–20,1st Year,Computer Science / IT,YouTube,Other,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Never,Rarely,Easy,2,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14426,18–20,2nd Year,Science,YouTube,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14427,24–26,Postgraduate,Business / Management,Other,Academic Subject,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Very Often,Never,Easy,4,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14428,18–20,2nd Year,Engineering,Other,Programming / Technology,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Rarely,Very Often,Difficult,2,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14429,24–26,1st Year,Business / Management,LinkedIn Learning,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Never,Sometimes,Very Difficult,4,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14430,Above 26,Postgraduate,Business / Management,Udemy,Other,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Very Often,Very Often,Very Difficult,5,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14431,Below 18,Other,Other,LinkedIn Learning,Academic Subject,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Not Available in My Course,Rarely,Very Difficult,1,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14432,18–20,Other,Engineering,YouTube,Other,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Not Available in My Course,Often,Very Difficult,2,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14433,Below 18,3rd Year,Computer Science / IT,Udemy,Academic Subject,1–3 months,1–2 hours,1 day,4,3,Never,Often,Sometimes,Often,Moderate,1,Average,Desktop,No,Loss of motivation,2,Probably No
STU_14434,Below 18,4th Year,Science,edX,Business / Management,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Often,Very Often,Easy,1,Very Good,Laptop,No,Course was too difficult,2,Probably No
STU_14435,21–23,Other,Engineering,NPTEL,Language Learning,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Not Available in My Course,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14436,Below 18,1st Year,Arts / Humanities,LinkedIn Learning,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Never,Rarely,Very Difficult,1,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14437,24–26,Postgraduate,Arts / Humanities,edX,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Very Often,Never,Easy,4,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14438,Below 18,3rd Year,Arts / Humanities,LinkedIn Learning,Academic Subject,1–3 months,1–2 hours,1 day,4,3,Never,Often,Sometimes,Often,Moderate,1,Average,Desktop,No,Course content did not meet expectations,2,Probably No
STU_14439,Above 26,Postgraduate,Business / Management,NPTEL,Personal Development,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Very Often,Often,Very Easy,5,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14440,18–20,4th Year,Science,NPTEL,Other,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Often,Rarely,Easy,2,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14441,21–23,3rd Year,Arts / Humanities,Other,Academic Subject,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Sometimes,Often,Easy,3,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14442,Above 26,Postgraduate,Business / Management,NPTEL,Language Learning,1–3 months,1–2 hours,Every day,2,3,Always,Often,Very Often,Rarely,Moderate,5,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14443,24–26,2nd Year,Engineering,edX,Other,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Rarely,Rarely,Very Easy,4,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14444,Above 26,1st Year,Business / Management,Udemy,Other,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Never,Often,Very Easy,5,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14445,21–23,Other,Science,edX,Language Learning,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Not Available in My Course,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14446,21–23,2nd Year,Engineering,Coursera,Business / Management,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Rarely,Often,Easy,3,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14447,21–23,Postgraduate,Computer Science / IT,YouTube,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Very Often,Very Often,Very Easy,3,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14448,21–23,1st Year,Arts / Humanities,YouTube,Language Learning,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Never,Never,Very Difficult,3,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14449,24–26,2nd Year,Engineering,edX,Personal Development,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Rarely,Sometimes,Very Difficult,4,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14450,Above 26,2nd Year,Science,LinkedIn Learning,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Rarely,Very Often,Very Difficult,5,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14451,Above 26,3rd Year,Computer Science / IT,Udemy,Other,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Sometimes,Never,Difficult,5,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14452,21–23,4th Year,Science,YouTube,Personal Development,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Often,Very Often,Very Easy,3,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14453,24–26,Other,Engineering,Other,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Not Available in My Course,Rarely,Very Easy,4,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14454,Below 18,Postgraduate,Business / Management,YouTube,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Very Often,Very Often,Easy,1,Very Good,Desktop,No,Course content did not meet expectations,2,Probably No
STU_14455,24–26,Other,Other,LinkedIn Learning,Personal Development,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Not Available in My Course,Often,Difficult,4,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14456,21–23,2nd Year,Science,Other,Programming / Technology,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Rarely,Often,Easy,3,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14457,21–23,Other,Science,YouTube,Programming / Technology,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Not Available in My Course,Very Often,Very Easy,3,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14458,21–23,Other,Other,Udemy,Other,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Not Available in My Course,Never,Very Difficult,3,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14459,18–20,3rd Year,Arts / Humanities,Other,Other,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Sometimes,Never,Moderate,2,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14460,18–20,1st Year,Arts / Humanities,Udemy,Language Learning,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Never,Rarely,Easy,2,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14461,Above 26,2nd Year,Engineering,edX,Programming / Technology,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Rarely,Never,Difficult,5,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14462,18–20,2nd Year,Science,Udemy,Programming / Technology,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Rarely,Often,Very Difficult,2,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14463,Above 26,Postgraduate,Business / Management,Coursera,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Very Often,Sometimes,Easy,5,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14464,Above 26,Other,Other,Udemy,Personal Development,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Not Available in My Course,Often,Very Easy,5,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14465,24–26,Other,Engineering,Other,Personal Development,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Not Available in My Course,Often,Difficult,4,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14466,24–26,4th Year,Engineering,edX,Language Learning,1–3 months,1–2 hours,6 days,5,3,Often,Often,Often,Very Often,Moderate,4,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14467,18–20,2nd Year,Engineering,Udemy,Language Learning,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Rarely,Often,Very Difficult,2,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14468,Above 26,Other,Engineering,Udemy,Academic Subject,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Not Available in My Course,Sometimes,Easy,5,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14469,24–26,4th Year,Engineering,Udemy,Programming / Technology,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Often,Sometimes,Very Difficult,4,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14470,Below 18,Postgraduate,Arts / Humanities,Other,Programming / Technology,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Very Often,Never,Very Easy,1,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14471,Below 18,4th Year,Other,NPTEL,Academic Subject,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Often,Rarely,Very Difficult,1,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14472,21–23,4th Year,Engineering,edX,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Often,Very Often,Very Easy,3,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14473,21–23,2nd Year,Engineering,Coursera,Programming / Technology,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Rarely,Never,Very Difficult,3,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14474,21–23,Other,Engineering,edX,Academic Subject,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Not Available in My Course,Rarely,Difficult,3,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14475,18–20,Postgraduate,Business / Management,YouTube,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Very Often,Rarely,Easy,2,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14476,Above 26,1st Year,Computer Science / IT,YouTube,Language Learning,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Never,Never,Difficult,5,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14477,Below 18,Postgraduate,Computer Science / IT,NPTEL,Language Learning,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Very Often,Sometimes,Difficult,1,Excellent,Smartphone,No,Academic or work commitments,2,Probably No
STU_14478,Below 18,Other,Science,Udemy,Personal Development,1–3 months,1–2 hours,1 day,4,3,Never,Often,Not Available in My Course,Often,Moderate,1,Average,Laptop,No,Course content did not meet expectations,2,Probably No
STU_14479,18–20,1st Year,Computer Science / IT,Coursera,Academic Subject,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Never,Never,Moderate,2,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14480,18–20,1st Year,Business / Management,Other,Other,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Never,Rarely,Easy,2,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14481,Above 26,4th Year,Engineering,NPTEL,Personal Development,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Often,Never,Difficult,5,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14482,21–23,1st Year,Computer Science / IT,Coursera,Personal Development,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Never,Very Often,Very Easy,3,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14483,Below 18,1st Year,Business / Management,YouTube,Language Learning,1–3 months,1–2 hours,1 day,4,3,Never,Often,Never,Often,Moderate,1,Average,Desktop,No,Lack of interest,2,Probably No
STU_14484,21–23,1st Year,Arts / Humanities,Udemy,Business / Management,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Never,Rarely,Difficult,3,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14485,Above 26,3rd Year,Business / Management,Other,Business / Management,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Sometimes,Very Often,Very Difficult,5,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14486,18–20,3rd Year,Arts / Humanities,YouTube,Business / Management,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Sometimes,Sometimes,Very Easy,2,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14487,Below 18,Postgraduate,Business / Management,Coursera,Programming / Technology,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Very Often,Sometimes,Difficult,1,Excellent,Desktop,No,Other,2,Probably No
STU_14488,Above 26,Postgraduate,Arts / Humanities,YouTube,Other,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Very Often,Sometimes,Easy,5,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14489,Above 26,4th Year,Other,NPTEL,Other,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Often,Often,Very Easy,5,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14490,Below 18,Other,Science,Udemy,Programming / Technology,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Not Available in My Course,Never,Very Easy,1,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14491,24–26,4th Year,Science,LinkedIn Learning,Other,1–3 months,1–2 hours,6 days,5,3,Often,Often,Often,Very Often,Moderate,4,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14492,18–20,3rd Year,Arts / Humanities,NPTEL,Academic Subject,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Sometimes,Often,Very Difficult,2,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14493,Below 18,1st Year,Arts / Humanities,Other,Personal Development,1–3 months,1–2 hours,1 day,4,3,Never,Often,Never,Often,Moderate,1,Average,Desktop,No,Academic or work commitments,2,Probably No
STU_14494,18–20,Postgraduate,Arts / Humanities,Udemy,Artificial Intelligence / Data Science,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Very Often,Never,Moderate,2,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14495,Above 26,3rd Year,Arts / Humanities,Coursera,Business / Management,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Sometimes,Very Often,Very Difficult,5,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14496,24–26,2nd Year,Other,Other,Language Learning,1–3 months,1–2 hours,6 days,5,3,Often,Often,Rarely,Very Often,Moderate,4,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14497,24–26,Postgraduate,Arts / Humanities,LinkedIn Learning,Personal Development,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Very Often,Never,Easy,4,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14498,Above 26,Postgraduate,Computer Science / IT,Udemy,Business / Management,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Very Often,Sometimes,Easy,5,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14499,Below 18,4th Year,Engineering,Coursera,Language Learning,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Often,Very Often,Easy,1,Very Good,Laptop,No,Lack of interest,2,Probably No
STU_14500,Above 26,1st Year,Computer Science / IT,Udemy,Other,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Never,Very Often,Very Difficult,5,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14501,Above 26,4th Year,Other,NPTEL,Business / Management,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Often,Never,Difficult,5,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14502,Below 18,Other,Science,edX,Academic Subject,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Not Available in My Course,Sometimes,Difficult,1,Excellent,Laptop,No,Course content did not meet expectations,2,Probably No
STU_14503,18–20,Postgraduate,Arts / Humanities,YouTube,Artificial Intelligence / Data Science,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Very Often,Very Often,Difficult,2,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_14504,24–26,2nd Year,Science,NPTEL,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Rarely,Sometimes,Very Difficult,4,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_14505,21–23,4th Year,Engineering,Udemy,Business / Management,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Often,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_14506,21–23,Postgraduate,Arts / Humanities,NPTEL,Academic Subject,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Very Often,Often,Easy,3,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14507,21–23,3rd Year,Arts / Humanities,LinkedIn Learning,Language Learning,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Sometimes,Very Often,Very Easy,3,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_14508,Above 26,1st Year,Arts / Humanities,YouTube,Personal Development,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Never,Sometimes,Easy,5,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
